mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_penalty,param_tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
35.430831050872804,0.7918004146211554,0.022743701934814453,0.00039821241786038686,0.07088709086961399,,l2,0.00040626891016980296,"OrderedDict([('C', 0.07088709086961399), ('class_weight', None), ('penalty', 'l2'), ('tol', 0.00040626891016980296)])",0.7967257844474761,0.903137789904502,0.9290586630286494,0.9200545702592088,0.8993178717598909,0.8896589358799453,0.047723743088799425,2
2423.1047929286956,61.13755439817051,0.021125984191894532,0.001852678523472872,0.13195037162972273,balanced,l1,2.422435162782031e-06,"OrderedDict([('C', 0.13195037162972273), ('class_weight', 'balanced'), ('penalty', 'l1'), ('tol', 2.422435162782031e-06)])",0.6922237380627558,0.7863574351978172,0.8870395634379263,0.7547066848567531,0.8526603001364257,0.7945975443383356,0.06936337187054085,7
639.0073771476746,12.476856121695004,0.020484399795532227,0.0007735980006353938,0.2944538054511195,balanced,l2,6.9320145023286794e-06,"OrderedDict([('C', 0.2944538054511195), ('class_weight', 'balanced'), ('penalty', 'l2'), ('tol', 6.9320145023286794e-06)])",0.7612551159618008,0.8930422919508868,0.9364256480218281,0.9287858117326058,0.9094133697135062,0.8857844474761254,0.06408151870945812,3
620.5239959716797,9.905495404180105,0.020940446853637697,0.0012580504785821404,0.002119432961907923,,l2,2.481493871225382e-06,"OrderedDict([('C', 0.002119432961907923), ('class_weight', None), ('penalty', 'l2'), ('tol', 2.481493871225382e-06)])",0.7642564802182811,0.878581173260573,0.8922237380627558,0.8821282401091405,0.8643929058663029,0.8563165075034107,0.046886174768442666,5
14.686757230758667,0.4006558555132039,0.02002267837524414,0.0008339881542548231,0.010043812795220477,,l2,0.00023123210790169726,"OrderedDict([('C', 0.010043812795220477), ('class_weight', None), ('penalty', 'l2'), ('tol', 0.00023123210790169726)])",0.7836289222373807,0.9004092769440655,0.9236016371077762,0.9129604365620737,0.886493860845839,0.881418826739427,0.050445061668019854,4
813.7851941108704,266.59738669471966,0.02027926445007324,0.0009168660365377828,0.0017919200240402876,balanced,l1,0.00014601379255299644,"OrderedDict([('C', 0.0017919200240402876), ('class_weight', 'balanced'), ('penalty', 'l1'), ('tol', 0.00014601379255299644)])",0.2049113233287858,0.01227830832196453,0.010641200545702592,0.1383356070941337,0.25593451568894954,0.12442019099590725,0.09948863181932577,10
63.90563645362854,4.106786206539817,0.02034163475036621,0.0008709924030194351,0.3520083597327549,,l1,0.008814807410979418,"OrderedDict([('C', 0.3520083597327549), ('class_weight', None), ('penalty', 'l1'), ('tol', 0.008814807410979418)])",0.8169167803547067,0.903956343792633,0.9356070941336971,0.9219645293315143,0.9064120054570259,0.8969713506139154,0.04162698637349634,1
475.05802354812624,14.571170130692861,0.020246219635009766,0.0008438209754925724,0.0010249329740505992,,l1,0.0001398755371782568,"OrderedDict([('C', 0.0010249329740505992), ('class_weight', None), ('penalty', 'l1'), ('tol', 0.0001398755371782568)])",0.6510231923601637,0.6605729877216917,0.6540245566166439,0.651568894952251,0.6450204638472032,0.6524420190995908,0.005029353302043768,8
624.6668101787567,10.979082942872328,0.02086501121520996,0.0007588692125958393,0.0010623181561863655,balanced,l2,0.0005709429034575423,"OrderedDict([('C', 0.0010623181561863655), ('class_weight', 'balanced'), ('penalty', 'l2'), ('tol', 0.0005709429034575423)])",0.4761255115961801,0.6111869031377899,0.6837653478854024,0.2965893587994543,0.6731241473396998,0.5481582537517052,0.14591366901905142,9
2429.879203939438,49.639892166672745,0.02076296806335449,0.0005535701004422833,0.13393293805300233,balanced,l1,0.00022933914753511957,"OrderedDict([('C', 0.13393293805300233), ('class_weight', 'balanced'), ('penalty', 'l1'), ('tol', 0.00022933914753511957)])",0.7680763983628922,0.7653478854024557,0.8843110504774898,0.8873124147339699,0.7986357435197817,0.8207366984993179,0.05441232261050149,6
